grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
1216,UJ2024705,MAT2681,50.07,65.38,55.7,90.23,76.69,71.24,B+,3.5,2024-1,2026-01-12
1217,UJ2024705,ART2611,68.09,86.28,81.73,66.54,76.11,74.88,B+,3.5,2024-1,2026-01-12
1218,UJ2024706,APM1513,99.73,88.1,56.42,51.32,74.81,71.91,B+,3.5,2024-1,2026-01-12
1219,UJ2024706,INF2611,63.92,71.62,67.94,58.07,56.55,62.0,C+,2.5,2024-1,2026-01-12
1220,UJ2024707,BIO1511,51.11,73.91,90.08,65.77,72.1,70.34,B+,3.5,2024-1,2026-01-12
1221,UJ2024707,PHY2611,70.13,95.49,54.62,65.16,74.9,71.8,B+,3.5,2024-1,2026-01-12
1222,UJ2024707,FAC2601,51.63,71.97,51.66,72.5,50.22,59.48,C,2.0,2024-1,2026-01-12
1223,UJ2024707,APM1513,81.61,60.31,87.3,92.19,92.0,85.03,A,4.0,2024-1,2026-01-12
1224,UJ2024708,NUR2611,71.98,99.96,75.93,71.75,96.01,83.92,A,4.0,2024-1,2026-01-12
1225,UJ2024708,FAC1502,72.38,65.42,73.73,50.17,88.12,70.71,B+,3.5,2024-1,2026-01-12
1226,UJ2024708,ENG1511,51.47,70.21,66.36,53.13,75.08,64.01,C+,2.5,2024-1,2026-01-12
1227,UJ2024708,LAW2611,56.14,90.99,76.45,80.04,93.4,81.57,A,4.0,2024-1,2026-01-12
1228,UJ2024709,MNB2601,52.52,82.69,59.24,91.03,57.93,69.3,B,3.0,2024-1,2026-01-12
1229,UJ2024709,PHY2611,84.3,58.27,92.32,80.53,87.2,81.53,A,4.0,2024-1,2026-01-12
1230,UJ2024709,BIO2611,83.81,50.27,99.84,66.59,97.5,80.99,A,4.0,2024-1,2026-01-12
1231,UJ2024710,MAT1581,56.46,54.38,56.89,89.01,83.82,72.56,B+,3.5,2024-1,2026-01-12
1232,UJ2024710,MNB2601,79.02,79.22,92.03,96.17,67.96,81.97,A,4.0,2024-1,2026-01-12
1233,UJ2024711,PLS2601,62.75,68.28,54.84,80.52,56.65,65.01,B,3.0,2024-1,2026-01-12
1234,UJ2024711,MNB2601,62.06,64.93,77.21,94.61,71.36,75.69,A,4.0,2024-1,2026-01-12
1235,UJ2024711,ART2611,57.43,69.33,94.19,89.4,78.62,79.08,A,4.0,2024-1,2026-01-12
1236,UJ2024711,ENG2611,64.63,57.19,52.47,57.08,71.7,61.92,C+,2.5,2024-1,2026-01-12
1237,UJ2024712,INF1511,76.99,64.68,93.69,94.59,70.2,80.01,A,4.0,2024-1,2026-01-12
1238,UJ2024712,APM2611,62.27,88.04,53.0,54.41,87.31,70.29,B+,3.5,2024-1,2026-01-12
1239,UJ2024713,PHY1513,61.47,80.25,61.72,77.14,92.37,77.51,A,4.0,2024-1,2026-01-12
1240,UJ2024713,APM1513,98.15,65.15,88.13,88.93,73.89,82.11,A,4.0,2024-1,2026-01-12
1241,UJ2024713,COS2611,69.57,50.4,85.24,97.08,89.43,81.88,A,4.0,2024-1,2026-01-12
1242,UJ2024713,NUR1511,75.0,94.63,88.14,97.11,74.55,85.31,A,4.0,2024-1,2026-01-12
1243,UJ2024714,SOC1501,51.32,82.2,94.73,76.77,58.21,70.89,B+,3.5,2024-1,2026-01-12
1244,UJ2024714,FAC1502,98.99,88.08,95.5,50.99,64.3,74.42,B+,3.5,2024-1,2026-01-12
1245,UJ2024715,PHY1513,87.19,93.44,84.98,56.95,60.66,72.28,B+,3.5,2024-1,2026-01-12
1246,UJ2024715,INF1511,86.21,83.43,95.64,61.32,86.92,81.2,A,4.0,2024-1,2026-01-12
1247,UJ2024716,SOC1501,91.97,82.45,77.56,56.16,74.86,74.29,B+,3.5,2024-1,2026-01-12
1248,UJ2024716,PLS2601,78.61,69.27,50.53,66.69,60.07,64.45,C+,2.5,2024-1,2026-01-12
1249,UJ2024716,BIO1511,73.07,96.68,73.67,96.62,64.88,80.13,A,4.0,2024-1,2026-01-12
1250,UJ2024716,NUR2611,95.5,86.56,51.5,88.5,73.18,79.11,A,4.0,2024-1,2026-01-12
1251,UJ2024717,FAC2601,71.45,75.52,87.92,97.65,75.65,82.34,A,4.0,2024-1,2026-01-12
1252,UJ2024717,SOC2601,57.72,86.12,57.12,77.1,58.14,66.86,B,3.0,2024-1,2026-01-12
1253,UJ2024717,ARC2611,81.72,92.47,52.39,78.38,70.66,74.78,B+,3.5,2024-1,2026-01-12
1254,UJ2024717,INF1511,74.39,75.63,67.65,81.45,77.14,76.16,A,4.0,2024-1,2026-01-12
1255,UJ2024718,ENG2611,87.22,94.39,67.76,59.53,71.92,73.86,B+,3.5,2024-1,2026-01-12
1256,UJ2024719,LAW2611,63.51,69.05,78.23,75.1,93.16,78.34,A,4.0,2024-1,2026-01-12
1257,UJ2024719,CHE2611,74.11,86.66,50.48,51.21,80.63,68.68,B,3.0,2024-1,2026-01-12
1258,UJ2024719,ART2611,66.91,57.83,85.5,59.35,72.79,68.21,B,3.0,2024-1,2026-01-12
1259,UJ2024719,BIO1511,83.45,55.13,69.08,63.55,51.29,62.42,C+,2.5,2024-1,2026-01-12
1260,UJ2024720,BIO1511,92.14,56.38,73.46,58.52,96.06,76.75,A,4.0,2024-1,2026-01-12
1261,UJ2024721,CHE1511,96.1,98.92,68.74,55.7,58.45,71.02,B+,3.5,2024-1,2026-01-12
1262,UJ2024722,LAW2611,53.64,95.65,53.26,76.86,76.57,72.57,B+,3.5,2024-1,2026-01-12
1263,UJ2024722,MAT2681,74.42,80.85,53.7,59.49,59.53,64.08,C+,2.5,2024-1,2026-01-12
1264,UJ2024722,BIO1511,63.08,93.69,98.62,97.1,88.1,89.01,A,4.0,2024-1,2026-01-12
1265,UJ2024722,ARC1511,99.79,52.7,74.92,72.8,66.13,72.15,B+,3.5,2024-1,2026-01-12
1266,UJ2024723,INF1511,67.74,85.11,98.04,75.94,53.04,72.53,B+,3.5,2024-1,2026-01-12
1267,UJ2024724,PLS1501,56.49,64.98,64.93,65.26,90.17,71.33,B+,3.5,2024-1,2026-01-12
1268,UJ2024725,ENG2611,81.17,83.52,64.68,75.4,79.89,77.22,A,4.0,2024-1,2026-01-12
1269,UJ2024725,FAC2601,65.91,77.28,77.73,63.26,93.0,76.85,A,4.0,2024-1,2026-01-12
1270,UJ2024726,COS2611,98.46,69.97,78.98,53.34,84.87,75.91,A,4.0,2024-1,2026-01-12
1271,UJ2024726,INF1511,57.97,57.82,80.6,64.6,54.87,62.07,C+,2.5,2024-1,2026-01-12
1272,UJ2024727,APM2611,92.58,86.65,94.06,70.22,80.4,82.67,A,4.0,2024-1,2026-01-12
1273,UJ2024727,APM1513,74.73,60.87,90.63,74.08,83.28,77.44,A,4.0,2024-1,2026-01-12
1274,UJ2024728,APM1513,86.74,66.34,65.85,73.33,90.96,78.46,A,4.0,2024-1,2026-01-12
1275,UJ2024728,CHE2611,59.52,52.08,73.19,60.91,50.51,58.1,C,2.0,2024-1,2026-01-12
1276,UJ2024729,BIO2611,84.57,53.85,93.2,77.14,52.88,69.89,B,3.0,2024-1,2026-01-12
1277,UJ2024729,COS2611,55.43,96.24,99.37,94.9,95.42,90.01,A,4.0,2024-1,2026-01-12
1278,UJ2024729,FAC1502,86.66,95.59,86.03,67.13,81.96,81.61,A,4.0,2024-1,2026-01-12
1279,UJ2024729,NUR2611,60.12,83.37,66.77,68.89,54.3,65.05,B,3.0,2024-1,2026-01-12
1280,UJ2024730,ARC1511,93.49,50.7,71.08,91.9,58.23,72.73,B+,3.5,2024-1,2026-01-12
1281,UJ2024730,LAW2611,81.68,55.11,69.92,50.99,88.76,70.38,B+,3.5,2024-1,2026-01-12
1282,UJ2024731,ARC2611,97.96,75.67,54.55,51.04,59.07,64.71,C+,2.5,2024-1,2026-01-12
1283,UJ2024732,PHY1513,75.77,54.56,91.8,67.74,81.55,74.72,B+,3.5,2024-1,2026-01-12
1284,UJ2024733,ART1511,79.04,97.21,50.44,60.94,62.16,67.89,B,3.0,2024-1,2026-01-12
1285,UJ2024733,FAC1502,71.28,73.92,96.63,73.75,59.69,72.62,B+,3.5,2024-1,2026-01-12
1286,UJ2024733,MNB1501,97.8,64.92,61.7,79.19,65.82,73.21,B+,3.5,2024-1,2026-01-12
1287,UJ2024734,MNB2601,85.9,65.48,70.9,80.2,83.67,78.49,A,4.0,2024-1,2026-01-12
1288,UJ2024735,EKN114,72.42,83.62,67.09,90.85,51.43,71.61,B+,3.5,2024-1,2026-01-12
1289,UJ2024736,BIO1511,85.97,55.67,58.98,76.49,53.51,65.27,B,3.0,2024-1,2026-01-12
1290,UJ2024736,COS1511,75.97,79.13,96.56,55.51,85.45,77.26,A,4.0,2024-1,2026-01-12
1291,UJ2024736,LAW2611,96.63,61.71,89.05,67.87,94.04,82.29,A,4.0,2024-1,2026-01-12
1292,UJ2024736,BIO2611,90.21,84.06,61.74,60.27,80.99,74.77,B+,3.5,2024-1,2026-01-12
1293,UJ2024736,PHY2611,61.06,54.39,82.23,75.62,97.41,77.78,A,4.0,2024-1,2026-01-12
1294,UJ2024737,FAC1502,76.94,99.75,71.78,78.61,68.96,77.61,A,4.0,2024-1,2026-01-12
1295,UJ2024737,PHY1513,98.09,72.28,74.79,95.94,92.27,88.44,A,4.0,2024-1,2026-01-12
1296,UJ2024738,ENG1511,95.75,99.21,82.29,50.67,54.65,70.65,B+,3.5,2024-1,2026-01-12
1297,UJ2024739,MNB2601,88.03,52.9,62.61,78.57,64.83,69.62,B,3.0,2024-1,2026-01-12
1298,UJ2024739,LAW2611,91.98,62.24,90.62,94.88,76.66,83.44,A,4.0,2024-1,2026-01-12
1299,UJ2024740,COS2611,51.32,64.23,86.87,71.79,99.26,78.09,A,4.0,2024-1,2026-01-12
1300,UJ2024740,ENG1511,57.22,78.18,51.81,92.86,77.23,74.47,B+,3.5,2024-1,2026-01-12
1301,UJ2024740,ARC2611,79.04,92.39,75.99,95.57,96.09,89.83,A,4.0,2024-1,2026-01-12
1302,UJ2024741,ARC2611,63.0,87.66,83.9,91.69,75.69,80.81,A,4.0,2024-1,2026-01-12
1303,UJ2024741,ART2611,75.75,58.66,53.12,53.35,70.96,62.75,C+,2.5,2024-1,2026-01-12
1304,UJ2024741,CHE2611,62.74,63.29,65.39,79.4,99.98,78.56,A,4.0,2024-1,2026-01-12
1305,UJ2024742,INF1511,73.12,64.07,55.52,79.15,60.86,66.95,B,3.0,2024-1,2026-01-12
1306,UJ2024742,PHY1513,76.59,81.8,73.86,76.2,57.04,71.0,B+,3.5,2024-1,2026-01-12
1307,UJ2024742,BIO2611,96.65,80.04,85.35,81.43,67.4,79.88,A,4.0,2024-1,2026-01-12
1308,UJ2024742,ARC1511,79.99,91.98,99.75,99.82,60.83,83.96,A,4.0,2024-1,2026-01-12
1309,UJ2024743,PHY2611,55.47,77.14,97.73,96.5,81.03,82.98,A,4.0,2024-1,2026-01-12
1310,UJ2024744,BIO1511,84.6,66.04,74.01,82.85,61.82,72.96,B+,3.5,2024-1,2026-01-12
1311,UJ2024744,SOC2601,94.59,87.03,87.85,73.43,87.83,85.13,A,4.0,2024-1,2026-01-12
1312,UJ2024745,COS2611,57.61,98.03,53.11,60.83,61.41,64.94,C+,2.5,2024-1,2026-01-12
1313,UJ2024745,ART2611,82.71,77.75,51.66,84.05,76.01,75.63,A,4.0,2024-1,2026-01-12
1314,UJ2024746,MAT2681,59.86,85.58,78.35,78.31,84.71,78.56,A,4.0,2024-1,2026-01-12
1315,UJ2024746,APM1513,83.22,65.46,74.29,54.78,54.95,63.63,C+,2.5,2024-1,2026-01-12
1316,UJ2024747,ENG2611,58.4,74.07,60.73,83.2,59.96,67.77,B,3.0,2024-1,2026-01-12
1317,UJ2024747,FAC2601,92.99,93.17,67.19,90.08,87.11,86.66,A,4.0,2024-1,2026-01-12
1318,UJ2024748,NUR1511,97.85,96.64,97.29,75.21,99.06,92.29,A,4.0,2024-1,2026-01-12
1319,UJ2024748,PHY1513,50.95,71.9,70.53,89.08,53.1,67.21,B,3.0,2024-1,2026-01-12
1320,UJ2024749,EKN224,76.7,54.13,65.05,52.12,93.21,70.38,B+,3.5,2024-1,2026-01-12
1321,UJ2024749,FAC2601,68.67,85.88,69.59,82.61,59.79,72.21,B+,3.5,2024-1,2026-01-12
1322,UJ2024750,MNB2601,98.9,64.09,50.59,84.12,56.75,70.09,B+,3.5,2024-1,2026-01-12
1323,UJ2024750,COS1511,94.18,52.89,58.24,79.04,68.63,71.15,B+,3.5,2024-1,2026-01-12
1324,UJ2024750,APM2611,64.21,82.91,93.01,79.23,53.03,71.74,B+,3.5,2024-1,2026-01-12
1325,UJ2024750,ART2611,97.12,95.24,87.99,51.9,92.55,82.79,A,4.0,2024-1,2026-01-12
1326,UJ2024751,CHE1511,98.07,99.91,71.79,70.13,91.3,85.39,A,4.0,2024-1,2026-01-12
1327,UJ2024751,EKN114,85.15,92.49,61.61,81.67,52.91,72.18,B+,3.5,2024-1,2026-01-12
1328,UJ2024753,ENG2611,55.73,93.76,55.17,67.9,66.4,67.59,B,3.0,2024-1,2026-01-12
1329,UJ2024754,INF2611,52.58,83.27,86.97,83.12,85.95,79.99,A,4.0,2024-1,2026-01-12
1330,UJ2024754,ARC1511,86.81,84.69,52.28,84.46,75.44,77.31,A,4.0,2024-1,2026-01-12
1331,UJ2024755,FAC1502,94.92,69.67,68.65,80.49,70.84,76.36,A,4.0,2024-1,2026-01-12
1332,UJ2024756,FAC2601,59.34,59.38,80.5,77.43,59.95,67.23,B,3.0,2024-1,2026-01-12
1333,UJ2024757,CHE1511,81.01,67.96,76.24,89.85,71.82,77.79,A,4.0,2024-1,2026-01-12
1334,UJ2024757,COS2611,59.31,72.28,52.11,80.87,72.58,69.55,B,3.0,2024-1,2026-01-12
1335,UJ2024757,LAW2611,92.51,61.39,65.72,95.7,75.16,79.42,A,4.0,2024-1,2026-01-12
1336,UJ2024758,ARC2611,56.2,77.99,87.91,66.35,61.84,68.45,B,3.0,2024-1,2026-01-12
1337,UJ2024759,EKN224,92.67,80.21,83.05,56.82,58.16,70.04,B+,3.5,2024-1,2026-01-12
1338,UJ2024760,INF2611,53.54,64.65,99.72,86.08,76.59,77.18,A,4.0,2024-1,2026-01-12
1339,UJ2024760,NUR1511,96.05,90.06,51.3,54.94,99.15,79.09,A,4.0,2024-1,2026-01-12
1340,UJ2024761,LAW2611,53.25,65.19,86.46,79.39,83.63,75.67,A,4.0,2024-1,2026-01-12
1341,UJ2024761,MNB2601,86.37,87.64,90.45,72.02,73.4,79.69,A,4.0,2024-1,2026-01-12
1342,UJ2024762,MAT1581,53.25,64.34,63.2,74.06,93.63,73.72,B+,3.5,2024-1,2026-01-12
1343,UJ2024762,NUR1511,91.76,82.77,73.42,69.69,85.32,80.21,A,4.0,2024-1,2026-01-12
1344,UJ2024763,INF2611,88.31,79.15,64.22,50.69,62.3,66.11,B,3.0,2024-1,2026-01-12
1345,UJ2024764,BIO2611,82.34,73.92,79.05,93.17,89.5,85.44,A,4.0,2024-1,2026-01-12
1346,UJ2024764,CHE1511,64.42,85.29,70.47,75.36,57.19,69.02,B,3.0,2024-1,2026-01-12
1347,UJ2024765,EKN114,61.1,77.27,76.78,81.2,53.1,68.5,B,3.0,2024-1,2026-01-12
1348,UJ2024765,COS1511,76.47,70.65,54.51,76.55,79.2,73.14,B+,3.5,2024-1,2026-01-12
1349,UJ2024765,PLS2601,61.38,98.12,79.73,67.23,70.34,73.79,B+,3.5,2024-1,2026-01-12
1350,UJ2024766,LAW2611,84.78,95.01,50.32,83.14,91.2,82.66,A,4.0,2024-1,2026-01-12
1351,UJ2024766,MNB2601,75.76,92.27,69.13,70.84,67.73,73.6,B+,3.5,2024-1,2026-01-12
1352,UJ2024766,PLS2601,82.07,53.67,91.09,66.87,90.53,77.9,A,4.0,2024-1,2026-01-12
1353,UJ2024767,APM1513,72.26,96.7,85.89,75.76,97.11,86.3,A,4.0,2024-1,2026-01-12
1354,UJ2024767,MAT2681,65.4,90.13,50.52,73.76,69.92,70.32,B+,3.5,2024-1,2026-01-12
1355,UJ2024768,EKN114,83.55,94.67,51.27,86.14,56.43,72.89,B+,3.5,2024-1,2026-01-12
1356,UJ2024768,INF1511,82.22,99.91,94.41,58.76,58.13,73.61,B+,3.5,2024-1,2026-01-12
1357,UJ2024768,ART2611,53.22,99.83,70.06,68.43,75.77,73.3,B+,3.5,2024-1,2026-01-12
1358,UJ2024769,SOC2601,86.8,66.91,82.06,50.7,95.65,76.74,A,4.0,2024-1,2026-01-12
1359,UJ2024769,COS2611,72.22,83.98,62.53,74.08,82.78,76.16,A,4.0,2024-1,2026-01-12
1360,UJ2024770,SOC1501,99.45,76.44,81.33,91.81,51.26,76.91,A,4.0,2024-1,2026-01-12
1361,UJ2024770,PLS2601,81.79,55.5,65.43,78.02,70.18,70.97,B+,3.5,2024-1,2026-01-12
1362,UJ2024770,ARC2611,81.79,98.14,53.49,62.88,75.49,73.38,B+,3.5,2024-1,2026-01-12
1363,UJ2024770,CHE2611,80.71,68.44,94.82,53.83,95.33,78.65,A,4.0,2024-1,2026-01-12
1364,UJ2024770,NUR2611,65.88,90.97,60.08,72.43,74.95,73.13,B+,3.5,2024-1,2026-01-12
1365,UJ2024770,MNB2601,97.64,90.13,81.34,58.67,57.42,72.26,B+,3.5,2024-1,2026-01-12
1366,UJ2024771,ARC2611,72.36,86.03,94.05,61.93,69.0,74.05,B+,3.5,2024-1,2026-01-12
1367,UJ2024771,NUR2611,53.95,74.36,74.45,65.09,51.5,62.14,C+,2.5,2024-1,2026-01-12
1368,UJ2024773,COS1511,52.25,68.03,88.25,57.43,67.58,65.91,B,3.0,2024-1,2026-01-12
1369,UJ2024773,EKN114,52.97,85.73,92.75,88.33,90.77,84.03,A,4.0,2024-1,2026-01-12
1370,UJ2024774,SOC2601,90.0,68.36,64.01,95.08,92.13,84.76,A,4.0,2024-1,2026-01-12
1371,UJ2024775,NUR2611,86.0,57.73,78.1,69.77,79.9,74.69,B+,3.5,2024-1,2026-01-12
1372,UJ2024775,APM1513,99.46,57.82,90.18,54.36,93.29,78.7,A,4.0,2024-1,2026-01-12
1373,UJ2024776,FAC2601,73.01,79.79,99.66,80.79,54.72,74.48,B+,3.5,2024-1,2026-01-12
1374,UJ2024777,SOC2601,65.27,97.39,91.61,85.64,70.87,80.81,A,4.0,2024-1,2026-01-12
1375,UJ2024777,FAC1502,64.38,75.42,55.68,64.15,98.83,75.01,A,4.0,2024-1,2026-01-12
1376,UJ2024777,NUR2611,94.63,63.85,61.64,87.73,83.06,79.87,A,4.0,2024-1,2026-01-12
1377,UJ2024778,EKN224,86.42,98.52,59.76,60.44,89.54,78.68,A,4.0,2024-1,2026-01-12
1378,UJ2024779,ARC2611,87.61,67.24,55.75,96.24,53.51,71.7,B+,3.5,2024-1,2026-01-12
1379,UJ2024779,ART1511,75.67,78.26,99.44,99.42,81.05,87.18,A,4.0,2024-1,2026-01-12
1380,UJ2024780,BIO1511,83.45,74.67,66.8,72.5,73.95,74.05,B+,3.5,2024-1,2026-01-12
1381,UJ2024780,MNB2601,71.05,52.91,52.62,83.85,57.54,64.71,C+,2.5,2024-1,2026-01-12
1382,UJ2024780,MAT2681,63.01,65.84,63.04,86.13,79.81,74.26,B+,3.5,2024-1,2026-01-12
1383,UJ2024781,CHE2611,61.09,84.82,95.33,80.85,50.81,71.64,B+,3.5,2024-1,2026-01-12
1384,UJ2024782,FAC2601,59.85,86.98,78.98,80.88,80.11,78.12,A,4.0,2024-1,2026-01-12
1385,UJ2024782,CHE2611,55.56,73.15,81.33,92.92,87.6,81.02,A,4.0,2024-1,2026-01-12
1386,UJ2024782,CHE1511,93.27,89.62,61.48,96.94,82.66,85.69,A,4.0,2024-1,2026-01-12
1387,UJ2024782,PLS1501,96.67,83.79,79.93,79.11,83.89,84.0,A,4.0,2024-1,2026-01-12
1388,UJ2024783,ART2611,82.34,58.2,66.26,64.0,73.06,68.94,B,3.0,2024-1,2026-01-12
1389,UJ2024783,APM2611,53.99,59.48,51.9,93.64,61.04,66.53,B,3.0,2024-1,2026-01-12
1390,UJ2024784,ARC2611,77.84,85.44,50.61,67.38,99.71,78.84,A,4.0,2024-1,2026-01-12
1391,UJ2024784,PLS1501,79.32,96.6,51.25,91.87,91.55,84.51,A,4.0,2024-1,2026-01-12
1392,UJ2024785,MAT1581,77.47,56.24,57.87,94.13,57.14,69.41,B,3.0,2024-1,2026-01-12
1393,UJ2024786,COS2611,50.91,56.85,53.47,71.04,85.38,67.56,B,3.0,2024-1,2026-01-12
1394,UJ2024786,ART1511,90.94,90.34,78.86,66.44,76.53,78.59,A,4.0,2024-1,2026-01-12
1395,UJ2024787,ARC2611,95.06,90.66,58.95,52.12,85.53,75.39,A,4.0,2024-1,2026-01-12
1396,UJ2024787,EKN114,54.9,87.15,66.88,58.01,57.58,63.12,C+,2.5,2024-1,2026-01-12
1397,UJ2024788,APM1513,80.91,68.35,56.6,75.38,83.14,74.67,B+,3.5,2024-1,2026-01-12
1398,UJ2024788,BIO1511,63.12,75.56,98.97,76.49,76.34,77.67,A,4.0,2024-1,2026-01-12
1399,UJ2024790,ART2611,95.57,86.59,82.45,80.94,78.81,83.57,A,4.0,2024-1,2026-01-12
1400,UJ2024791,EKN224,73.95,66.76,98.93,74.78,62.59,73.42,B+,3.5,2024-1,2026-01-12
1401,UJ2024791,PHY2611,66.57,52.69,52.13,67.2,98.28,71.99,B+,3.5,2024-1,2026-01-12
1402,UJ2024791,COS2611,79.96,66.3,81.86,76.04,69.44,74.06,B+,3.5,2024-1,2026-01-12
1403,UJ2024791,SOC2601,52.36,88.96,58.81,64.89,94.97,74.73,B+,3.5,2024-1,2026-01-12
1404,UJ2024791,LAW2611,84.14,52.5,53.18,98.57,67.23,73.28,B+,3.5,2024-1,2026-01-12
1405,UJ2024791,ENG2611,64.65,62.48,55.67,81.89,53.54,63.95,C+,2.5,2024-1,2026-01-12
1406,UJ2024792,PLS1501,53.99,59.54,94.88,80.55,52.62,67.19,B,3.0,2024-1,2026-01-12
1407,UJ2024793,ARC2611,65.88,56.83,81.61,80.48,64.48,70.11,B+,3.5,2024-1,2026-01-12
1408,UJ2024794,BIO1511,79.21,93.86,73.76,53.85,96.41,79.41,A,4.0,2024-1,2026-01-12
1409,UJ2024794,PLS1501,78.89,69.94,91.66,75.39,92.38,82.63,A,4.0,2024-1,2026-01-12
1410,UJ2024795,MAT1581,82.31,80.28,81.04,94.48,71.81,81.71,A,4.0,2024-1,2026-01-12
1411,UJ2024796,BIO2611,74.97,74.47,87.76,81.09,97.15,85.0,A,4.0,2024-1,2026-01-12
1412,UJ2024798,PHY2611,53.53,58.86,53.91,66.35,85.72,67.25,B,3.0,2024-1,2026-01-12
1413,UJ2024798,MNB1501,67.86,86.11,74.35,80.74,64.31,73.73,B+,3.5,2024-1,2026-01-12
1414,UJ2024798,PLS1501,67.86,61.7,97.12,89.43,57.09,73.49,B+,3.5,2024-1,2026-01-12
1415,UJ2024799,EKN114,66.88,69.22,66.04,69.6,74.56,70.09,B+,3.5,2024-1,2026-01-12
1416,UJ2024800,INF2611,63.05,89.0,53.98,51.39,87.77,70.08,B+,3.5,2024-1,2026-01-12
1417,UJ2024800,ARC1511,50.49,94.45,57.43,69.07,50.3,62.71,C+,2.5,2024-1,2026-01-12
1418,UJ2024800,APM2611,63.71,61.58,81.47,82.92,87.23,77.91,A,4.0,2024-1,2026-01-12
1419,UJ2024801,BIO2611,52.34,77.69,71.32,60.66,58.74,62.99,C+,2.5,2024-1,2026-01-12
1420,UJ2024801,EKN224,54.98,84.83,60.75,65.1,86.74,72.38,B+,3.5,2024-1,2026-01-12
1421,UJ2024802,LAW2611,86.66,69.21,54.13,59.99,70.1,67.53,B,3.0,2024-1,2026-01-12
1422,UJ2024802,BIO2611,50.13,55.01,77.34,80.18,72.83,69.27,B,3.0,2024-1,2026-01-12
1423,UJ2024803,SOC2601,94.16,96.26,64.91,52.93,77.19,74.69,B+,3.5,2024-1,2026-01-12
1424,UJ2024804,ART1511,81.36,84.4,97.3,66.95,96.89,85.26,A,4.0,2024-1,2026-01-12
1425,UJ2024804,MNB1501,57.49,86.71,81.79,62.29,57.45,66.71,B,3.0,2024-1,2026-01-12
1426,UJ2024804,COS2611,91.87,96.63,96.24,68.34,54.69,76.2,A,4.0,2024-1,2026-01-12
1427,UJ2024805,ART1511,56.53,59.82,93.0,86.41,89.07,79.73,A,4.0,2024-1,2026-01-12
1428,UJ2024805,BIO1511,94.94,73.06,87.08,80.32,77.31,81.53,A,4.0,2024-1,2026-01-12
1429,UJ2024806,BIO1511,77.59,64.73,86.96,79.04,73.21,76.11,A,4.0,2024-1,2026-01-12
1430,UJ2024806,LAW2611,94.47,95.74,65.17,60.27,50.41,68.5,B,3.0,2024-1,2026-01-12
1431,UJ2024806,APM1513,68.24,56.94,58.42,62.24,52.59,58.88,C,2.0,2024-1,2026-01-12
1432,UJ2024807,LAW2611,50.81,52.51,62.47,65.93,96.91,70.42,B+,3.5,2024-1,2026-01-12
1433,UJ2024807,PHY2611,99.83,62.72,88.87,63.23,62.77,72.35,B+,3.5,2024-1,2026-01-12
1434,UJ2024808,PLS1501,51.81,93.39,96.93,92.19,53.66,75.47,A,4.0,2024-1,2026-01-12
1435,UJ2024808,EKN224,75.61,55.97,65.08,83.9,56.15,67.32,B,3.0,2024-1,2026-01-12
1436,UJ2024809,PLS1501,80.98,96.87,82.65,59.39,71.46,75.36,A,4.0,2024-1,2026-01-12
1437,UJ2024811,BIO1511,67.94,65.04,80.12,69.07,76.23,72.1,B+,3.5,2024-1,2026-01-12
1438,UJ2024811,INF2611,65.58,85.26,98.55,82.78,66.05,77.92,A,4.0,2024-1,2026-01-12
1439,UJ2024813,ENG1511,64.74,53.95,67.55,78.05,53.87,63.61,C+,2.5,2024-1,2026-01-12
1440,UJ2024813,ARC1511,76.09,53.7,65.89,80.14,61.36,67.8,B,3.0,2024-1,2026-01-12
1441,UJ2024814,ENG2611,64.15,89.14,61.48,54.5,98.82,75.49,A,4.0,2024-1,2026-01-12
1442,UJ2024815,NUR2611,51.28,89.54,79.38,65.82,78.67,73.09,B+,3.5,2024-1,2026-01-12
1443,UJ2024815,CHE1511,54.98,87.79,82.64,70.27,78.87,75.04,A,4.0,2024-1,2026-01-12
1444,UJ2024815,PLS2601,90.91,90.5,56.39,95.69,69.93,80.57,A,4.0,2024-1,2026-01-12
1445,UJ2024816,PHY2611,52.23,95.09,97.25,96.11,61.0,79.01,A,4.0,2024-1,2026-01-12
1446,UJ2024816,INF1511,75.94,88.95,58.0,50.49,59.42,63.88,C+,2.5,2024-1,2026-01-12
1447,UJ2024817,MNB1501,83.98,59.27,64.4,86.86,92.97,80.75,A,4.0,2024-1,2026-01-12
1448,UJ2024818,MNB2601,63.16,64.25,62.16,74.62,90.36,74.2,B+,3.5,2024-1,2026-01-12
1449,UJ2024818,MAT2681,78.91,99.13,93.85,67.72,62.67,76.51,A,4.0,2024-1,2026-01-12
1450,UJ2024819,SOC2601,98.15,61.66,56.84,63.44,55.0,64.86,C+,2.5,2024-1,2026-01-12
1451,UJ2024820,CHE2611,65.71,86.04,75.64,56.58,83.29,73.24,B+,3.5,2024-1,2026-01-12
1452,UJ2024820,MNB1501,66.84,56.64,56.5,74.86,70.82,66.96,B,3.0,2024-1,2026-01-12
1453,UJ2024820,NUR1511,52.3,77.17,83.8,93.94,95.45,84.11,A,4.0,2024-1,2026-01-12
1454,UJ2024821,FAC1502,55.53,57.39,75.7,85.21,55.0,66.1,B,3.0,2024-1,2026-01-12
